VMAF,SSIM,PSNR,VIFp,MS-SSIM,PSNR-HVS,PSNR-HVS-M
60.56694176,0.884582,30.712418,0.424922,0.957052,25.782919,27.370127
59.65848192,0.884916,30.570013,0.423765,0.956875,25.60261,27.143854
60.10544089,0.885512,30.674784,0.425137,0.957203,25.734377,27.308062
57.38568859,0.882147,29.801931,0.420056,0.95367,24.783266,26.060381
58.1173406,0.883095,30.191027,0.420763,0.954727,25.16291,26.567314
55.86650436,0.880018,29.413227,0.413454,0.951559,24.376791,25.579807
54.61575916,0.877517,28.92395,0.408403,0.94834,23.854763,24.947929
56.78078309,0.884885,29.429823,0.421206,0.953772,24.278877,25.426003
56.79214677,0.885545,29.201075,0.423418,0.951979,24.200462,25.306356
56.21774748,0.884342,29.041903,0.420487,0.950147,24.067425,25.140432
57.90458529,0.885644,29.746927,0.422321,0.953543,24.62303,25.846609
59.86212264,0.888706,30.425913,0.429879,0.956495,25.441103,26.855507
60.38096772,0.890394,30.423691,0.434458,0.957365,25.400219,26.795671
60.63549421,0.890145,30.353949,0.434233,0.957016,25.367683,26.743338
61.06637588,0.891202,30.688459,0.43488,0.958936,25.678741,27.170959
60.87663515,0.890501,30.600765,0.434114,0.958692,25.544907,26.995211
58.34372496,0.887109,29.882942,0.427995,0.955137,24.66782,25.894867
60.09444079,0.89129,30.561333,0.435541,0.958577,25.502048,26.961739
63.81597335,0.896947,31.227373,0.449879,0.962005,26.222025,27.819254
62.32990837,0.89551,30.835466,0.446599,0.959612,25.791195,27.244856
61.42281436,0.892905,30.556747,0.439948,0.957418,25.477491,26.840616
63.9656463,0.897175,31.378693,0.448888,0.961899,26.397919,28.034409
63.62306648,0.895935,31.226238,0.447608,0.959413,26.255348,27.830746
62.34447275,0.89291,30.808271,0.441718,0.95617,25.75634,27.178001
63.57317373,0.896926,31.400286,0.447119,0.960619,26.424084,28.048243
65.20418341,0.89922,31.752228,0.452907,0.962442,26.828571,28.561831
63.18324364,0.897242,31.309282,0.448221,0.960433,26.24066,27.78167
65.57998594,0.90159,31.643387,0.459584,0.963703,26.682272,28.319427
65.37990125,0.901483,31.689253,0.457073,0.963597,26.759188,28.434683
65.03683404,0.900679,31.566765,0.454819,0.963085,26.602234,28.229034
66.66339806,0.903118,31.966795,0.46197,0.965118,27.093063,28.866131
67.15763092,0.903885,32.050117,0.464852,0.965733,27.186174,28.979813
66.944289,0.903535,31.998753,0.463325,0.96537,27.125198,28.905836
66.77658614,0.903116,31.911667,0.460947,0.96474,27.029171,28.797697
66.48496349,0.903176,31.928528,0.461958,0.964814,27.038723,28.804888
66.50957226,0.902731,31.910696,0.461861,0.963569,27.014675,28.754066
66.2369832,0.903042,31.668549,0.462647,0.961147,26.718586,28.331425
66.8863428,0.904374,31.771965,0.465648,0.964463,26.800709,28.450218
67.99338235,0.906791,32.209309,0.471544,0.966418,27.330746,29.153227
67.44480992,0.906799,32.137215,0.470336,0.966103,27.246746,29.041061
68.33329152,0.907876,32.323563,0.474304,0.967504,27.467386,29.326393
68.52017284,0.908159,32.343933,0.475053,0.967827,27.48049,29.344177
67.9441585,0.907507,32.222401,0.472378,0.967393,27.32494,29.145084
68.22921288,0.907381,32.243099,0.473251,0.967641,27.35202,29.18833
65.17665461,0.90181,31.594311,0.456667,0.96344,26.536325,28.110802
65.41785518,0.902689,31.501179,0.45954,0.96329,26.416744,27.940502
66.98863491,0.905745,31.875856,0.467351,0.965714,26.872679,28.531979
67.89355405,0.908361,32.18145,0.473498,0.967634,27.23032,29.005079
69.41000417,0.910797,32.478218,0.481576,0.969323,27.600842,29.482714
61.98822217,0.892938,30.52389,0.440802,0.955407,25.280962,26.518728
69.63781184,0.912352,32.426018,0.483728,0.969926,27.513622,29.327003
69.48759917,0.913483,32.419491,0.487008,0.969925,27.494242,29.277399
66.325227,0.908772,31.60548,0.47437,0.965347,26.537922,27.996546
70.37285639,0.91569,32.604259,0.494697,0.970831,27.719852,29.513813
74.43395413,0.925357,33.416542,0.527299,0.973873,28.710701,30.615566
73.43141173,0.9254,33.079441,0.527502,0.972405,28.281485,30.003527
72.1769153,0.923855,32.725719,0.523233,0.972969,27.617796,29.155888
74.04181845,0.926067,33.274525,0.5303,0.974437,28.361713,30.130722
76.17251337,0.930861,34.00703,0.541503,0.977661,29.382158,31.551628
75.37497763,0.930517,33.701153,0.541351,0.97603,28.995825,30.935371
76.60066741,0.932674,34.043541,0.54749,0.978219,29.406849,31.5527
77.71392397,0.933787,34.302197,0.5513,0.978877,29.730322,31.986748
78.46994723,0.93782,34.429974,0.563296,0.979913,29.822472,32.00354
79.3967962,0.939381,34.619537,0.570268,0.980976,30.021339,32.271023
79.24712236,0.938432,34.621071,0.566296,0.980252,30.04567,32.283394
77.29646521,0.936669,34.184269,0.558134,0.978723,29.431767,31.43755
76.49252908,0.93535,33.868046,0.553976,0.977624,29.01141,30.860407
75.92850554,0.933579,33.674828,0.548445,0.976768,28.763639,30.53727
68.12617877,0.907546,30.64147,0.50216,0.956042,25.234331,26.174751
66.36862748,0.904217,30.376646,0.498225,0.95339,24.934139,25.8251
75.96386697,0.935996,33.749111,0.55846,0.977445,28.842251,30.532249
74.66272132,0.930542,32.976543,0.544341,0.972701,27.94541,29.383617
47.83070424,0.820596,21.726831,0.421861,0.806588,16.821562,17.008673
54.32159615,0.85384,22.66885,0.451447,0.875561,17.920895,18.128969
58.74800502,0.823891,21.350748,0.430246,0.782959,16.577986,16.765795
47.47910907,0.80082,20.141834,0.407352,0.704386,15.34982,15.511554
58.17545387,0.874532,23.721811,0.463461,0.81462,19.034544,19.263536
46.99616038,0.829371,21.552221,0.407616,0.711994,16.746792,16.92025
46.89526831,0.830557,21.553562,0.413989,0.712126,16.749432,16.9195
62.5016613,892,26.728754,0.482334,0.905642,21.678032,22.059589
55.92925957,0.87437,24.018608,0.460135,0.832402,19.169163,19.41398
55.43580448,0.86268,23.219456,0.449598,0.809559,18.429291,18.646147
56.66294965,0.878522,25.826654,0.458925,0.869516,20.60593,20.970755
55.6247818,0.882877,25.831226,0.460512,0.882645,20.621326,20.981218
55.34794897,0.877285,25.488749,0.454665,0.879165,20.329609,20.6737
49.62052644,0.85296,23.81822,0.433016,0.822802,18.746059,19.013075
56.2596457,0.882032,26.528107,0.465863,0.900222,21.245193,21.648363
64.00276921,0.908137,29.220032,0.49951,0.946206,23.848383,24.515196
47.9026128,0.860578,24.505388,0.444099,0.846472,19.266964,19.56069
52.43746337,0.87942,26.323202,0.463954,0.899386,20.935345,21.336203
63.69718198,0.912092,29.462425,0.500427,0.949739,24.012787,24.696438
55.01100463,0.881889,26.332102,0.465173,0.903101,20.904367,21.311548
51.78775378,0.870466,25.479971,0.459284,0.876716,20.065699,20.42314
56.68019183,0.892558,27.394089,0.48385,0.921723,21.949255,22.450699
77.42220454,0.940989,33.984222,0.566456,0.978243,29.270542,30.96085
59.97938285,0.900372,28.134447,0.4919,0.926689,22.81941,23.382092
70.24261993,0.927438,31.524197,0.532157,0.964389,26.433126,27.45068
61.22152209,0.904021,28.236244,0.493988,0.928865,22.990423,23.531086
55.47226283,0.887423,26.271889,0.473415,0.894622,21.037897,21.438978
60.88369535,0.911736,28.373241,0.504642,0.941597,23.076654,23.644634
61.20288426,0.914239,28.621212,0.507326,0.941985,23.362946,23.947584
52.06577363,0.885674,25.309151,0.471699,0.88147,20.251858,20.584263
59.00149324,0.910367,27.709812,0.501601,0.934402,22.521782,23.026569
68.93570361,0.921256,30.330765,0.520709,0.95916,25.161718,25.971533
59.46872775,0.89045,26.677031,0.478582,0.914648,21.457251,21.908739
51.55116829,0.851487,23.479326,0.437245,0.836299,18.418131,18.681175
62.58093924,0.896313,27.195349,0.484781,0.928861,22.056631,22.523752
61.81451789,0.893447,26.46966,0.484184,0.922568,21.415419,21.815525
52.70655869,0.858512,23.043465,0.448009,0.849799,18.166748,18.403212
53.05302532,0.86754,22.513395,0.457365,0.857885,17.785662,17.988808
63.61229025,0.905234,26.29772,0.497141,0.930921,21.446302,21.815248
58.65965958,0.880535,22.760998,0.469185,0.874641,18.106649,18.30681
65.26603889,0.908426,25.860577,0.508487,0.906356,21.141586,21.470659
60.2774346,0.88303,21.757236,0.477674,0.865909,17.274652,17.42856
55.97173313,0.87128,20.238375,0.470291,0.845916,15.834114,15.950525
66.17341446,0.914127,24.219965,0.515516,0.938655,19.835903,20.054537
68.27097875,0.927452,32.02562,0.521469,0.966063,26.884516,28.072569
63.50756385,0.914524,30.06661,0.498237,0.951981,24.818903,25.620876
60.79743569,0.905966,28.992514,0.488675,0.938833,23.71579,24.369884
69.54617841,0.930294,32.563972,0.529764,0.968621,27.44665,28.737406
69.94664438,0.930302,32.851166,0.531002,0.969468,27.75165,29.100311
59.85141906,0.902314,29.179768,0.484499,0.939824,23.665466,24.340998
71.60395685,0.933962,33.273418,0.54088,0.972532,28.268354,29.78224
73.60925219,0.937233,33.878532,0.551493,0.97487,29.023754,30.70435
68.99839084,0.929075,32.470177,0.52918,0.966603,27.424276,28.669922
74.33625433,0.938334,34.024406,0.555178,0.975515,29.179756,30.896952
76.33552833,0.941822,34.493607,0.57055,0.979208,29.745687,31.64319
76.36681021,0.941841,34.501801,0.570782,0.979232,29.75465,31.65486
70.05265384,0.950491,33.605743,0.569267,0.975806,28.543007,30.162334
71.88081735,0.95074,33.88203,0.570619,0.977068,28.874369,30.620251
71.10439915,0.949239,33.695301,0.566055,0.976172,28.674006,30.369923
70.88364235,0.948326,33.645977,0.563111,0.976228,28.635813,30.369856
72.0538532,0.947746,33.722828,0.56406,0.976783,28.724874,30.480368
69.07150357,0.944029,32.817638,0.550484,0.97385,27.733921,29.287893
67.40805892,0.940485,31.935804,0.541783,0.970538,26.768185,28.085909
75.93437378,0.95112,34.250847,0.580834,0.980442,29.401709,31.428345
73.99349006,0.948839,33.907784,0.570525,0.978413,29.01602,30.882887
64.85953463,0.926981,30.944553,0.518504,0.953989,25.765427,26.786108
76.92109218,0.953297,34.759441,0.590684,0.982232,30.015776,32.224369
76.25926528,952,34.51572,0.584171,0.981293,29.696344,31.786102
72.52370783,0.94643,33.42038,0.564617,0.977072,28.440968,30.134907
71.74572488,0.943748,33.002762,0.557994,0.974861,27.939976,29.479261
74.48460497,0.948672,34.079628,0.57303,0.979086,29.243916,31.157772
78.61193952,0.954039,34.953037,0.597418,0.983454,30.232155,32.47525
78.93840741,0.95496,35.101482,0.601385,0.983826,30.456989,32.804024
80.01643379,0.955861,35.361526,0.607102,0.984537,30.78586,33.238144
80.49042851,0.955956,35.393448,0.60798,0.984523,30.8146,33.277779
78.16048847,0.95356,34.849625,0.594392,0.982718,30.177803,32.389198
79.65584891,0.954706,35.114361,0.600462,0.983558,30.474522,32.821671
76.89948041,0.950562,34.106041,0.587658,0.981126,29.259134,31.129705
74.17051689,0.947004,33.553669,0.576117,0.978756,28.609957,30.268244
80.58411749,0.956515,35.581894,0.612006,0.98493,31.102961,33.651566
79.50531468,0.954538,35.081577,0.60092,0.983674,30.417234,32.68499
72.22541909,0.939119,32.545609,0.557462,0.972858,27.178604,28.432291
77.70531563,0.952694,34.689564,0.594084,0.982489,29.869856,31.940243
77.34057732,0.951892,34.607475,0.589506,0.981628,29.763416,31.780239
76.13141216,0.949312,34.334927,0.582065,0.979748,29.432177,31.335117
64.30558176,0.914354,29.940847,0.517158,0.949016,24.339096,25.13216
77.87421414,0.952221,34.948833,0.593742,0.982434,30.173574,32.290398
81.05772226,0.956584,35.761963,0.614643,0.98516,31.268684,33.822155
78.95272316,0.954754,35.238407,0.604039,0.983714,30.550505,32.767666
81.65518775,0.956989,35.966042,0.618001,0.985467,31.503546,34.12376
80.95205524,0.955963,35.308937,0.613189,0.984783,30.653364,32.880669
80.44089412,0.955419,34.804073,0.612578,0.984484,30.027988,31.959501
80.62516845,0.955844,34.994892,0.614958,0.984602,30.244743,32.227657
81.68953169,0.957418,36.035439,0.621377,0.985557,31.611765,34.283459
81.66731575,0.956871,35.695217,0.620865,0.985452,31.163219,33.590313
81.9552773,0.957538,35.814293,0.624207,0.985891,31.271305,33.720661
82.2454776,0.957885,35.897778,0.627186,0.986155,31.411583,33.9272
81.0378118,0.956558,35.079758,0.620959,0.985361,30.35648,32.405651
79.73765196,0.955228,34.550598,0.614493,0.984307,29.765085,31.59141
82.05574683,0.958405,36.065327,0.627649,0.98635,31.653862,34.279606
80.33330984,0.95719,35.762032,0.62045,0.985514,31.230536,33.667706
80.42700941,0.957259,35.796955,0.621061,0.985627,31.273476,33.729412
77.46949372,0.950927,34.349319,0.597053,0.981876,29.404142,31.186333
80.18340783,0.95674,35.453312,0.617914,0.985244,30.793106,33.046246
74.93920505,0.948548,33.74548,0.590775,0.98002,28.659494,30.190033
76.93166672,0.952381,34.598446,0.600521,0.982312,29.696737,31.559959
78.75759747,0.955006,35.40543,0.606823,0.984239,30.744627,33.042568
79.08186742,0.956075,35.486294,0.614004,0.984569,30.814514,33.09251
74.66390234,0.949185,33.864578,0.589009,0.979911,28.832918,30.464359
76.0936244,0.952043,34.131634,0.598756,0.981715,29.077127,30.70986
82.11876303,0.958882,36.300652,0.631698,0.98654,31.908804,34.617599
80.48529424,0.958468,35.683186,0.62903,0.986111,31.032413,33.29488
81.36010545,0.958259,35.886456,0.630088,0.98617,31.287031,33.624313
80.72559287,0.957062,35.63409,0.627302,0.985056,30.950697,33.101906
79.73043168,0.95506,35.115761,0.623442,0.983003,30.350321,32.245125
81.70024855,0.958961,36.232529,0.633095,0.986453,31.791014,34.37162
81.0648609,0.956567,35.701336,0.625797,0.984601,31.079481,33.246483
76.88362487,0.950002,33.936131,0.606859,0.977532,28.989574,30.449598
77.41628592,0.952749,34.203186,0.610035,0.980717,29.170624,30.692219
80.48060825,0.957584,35.706829,0.626822,0.985121,31.104111,33.294304
79.01615313,0.955398,35.113857,0.614424,0.984006,30.271523,32.230743
69.51674142,0.935609,31.733868,0.564181,0.967281,26.45772,27.459135
72.94435751,0.943899,33.102699,0.582579,0.974416,28.030025,29.30932
75.30174023,0.952116,33.662804,0.602957,0.980051,28.519913,29.922676
75.24843535,0.952128,33.643875,0.603044,0.980074,28.491611,29.883661
80.09090777,0.956816,35.463894,0.622395,0.983107,30.798368,32.846478
75.17281162,0.950056,32.814857,0.605495,0.971663,27.606546,28.714848
72.91931468,0.946846,32.292183,0.592725,0.967523,27.08749,28.143381
78.69081776,0.957258,35.033981,0.620463,0.984678,30.253901,32.246593
74.10261124,0.950626,33.135765,0.599161,0.978812,27.954794,29.280264
80.10538039,0.95848,35.557945,0.628164,0.985741,30.851158,32.979939
79.15884539,0.956641,34.94183,0.622939,0.984392,30.102274,31.967091
80.51159107,0.958641,35.47538,0.630768,0.986078,30.810125,32.999741
80.63686148,0.957987,35.687878,0.627296,0.985458,31.065174,33.38118
79.03446303,0.955846,35.071255,0.619496,0.983855,30.302639,32.341015
80.40841959,0.958259,35.512375,0.629927,0.985485,30.827766,32.982857
81.90340305,0.960345,36.206566,0.638697,0.987054,31.721666,34.259827
80.37382027,0.958055,35.093491,0.629819,0.984828,30.309229,32.26009
78.72593059,0.955575,34.263851,0.621821,0.981588,29.442261,31.044075
82.22068752,0.961459,36.282497,0.644199,0.987523,31.814413,34.267048
79.43220378,0.957771,34.995361,0.627501,0.984829,30.246058,32.06789
74.88066598,0.947932,33.046047,0.596347,0.975176,27.917274,29.130253
74.16945821,0.943759,32.359787,0.588844,0.967432,27.222485,28.292187
75.84707516,0.951194,33.911201,0.60534,0.976366,29.044333,30.488199
75.8323828,0.951329,33.920723,0.605767,0.976421,29.055441,30.499214
74.95807144,0.948724,33.375095,0.595619,0.971399,28.479483,29.808849
77.74307138,0.951792,34.236073,0.607905,0.978468,29.40485,30.920687
84.85514714,0.961887,36.833378,0.649488,0.988064,32.529121,35.325062
84.61459186,0.962204,36.886589,0.649542,0.987899,32.597446,35.377651
75.98781329,0.945054,32.328007,0.593344,0.95194,27.626137,28.56122
74.48282473,0.94358,31.505672,0.594075,0.945919,26.718866,27.509583
78.10435753,0.953671,34.652031,0.616203,0.979991,29.908302,31.536709
74.83164707,0.940913,32.594414,0.583793,0.968006,27.638514,28.734049
68.09866411,0.912274,29.003777,0.542148,0.918028,23.889559,24.446814
68.11250983,0.920049,30.029333,0.551431,0.931367,24.819056,25.473373
73.65280513,0.942266,31.806208,0.594017,0.964407,26.49262,27.369091
76.86820294,0.952181,33.720543,0.614487,0.977531,28.669416,29.977659
72.51744491,0.940782,31.57622,0.583429,0.964818,26.168951,27.015375
71.75827983,0.937754,32.100662,0.571437,0.964176,26.916237,27.969391
79.68561338,0.956238,35.264309,0.622963,0.98287,30.460741,32.278316
76.51217347,0.949629,33.339062,0.60535,0.970054,28.406315,29.577789
75.06568816,0.945042,32.08139,0.601952,0.96246,26.924982,27.822767
79.03298166,0.954979,34.215015,0.628787,0.981978,29.073702,30.45466
74.99866912,0.947227,32.541683,0.606594,0.973278,27.235521,28.228031
75.21168967,0.946849,33.136604,0.600594,0.973721,27.964462,29.093525
73.30817901,0.943415,31.807137,0.590893,0.96668,26.514118,27.449183
81.35144349,0.958692,35.382389,0.63873,0.985387,30.488655,32.297722
77.77196416,0.953811,33.85548,0.619699,0.980742,28.647135,29.956272
76.36979855,0.950293,32.859169,0.612775,0.977828,27.523645,28.593714
79.24829507,0.957418,35.073593,0.627241,0.984221,30.218456,31.953926
77.89601427,0.954997,33.797684,0.625138,0.981722,28.660444,29.967241
82.981246,0.961962,36.25457,0.652633,0.987884,31.612038,33.881893
82.75499386,0.96208,36.421268,0.649424,0.987813,31.924437,34.390388
78.79967328,0.955913,33.505096,0.635409,0.982354,28.124781,29.277697
79.92349027,0.956825,33.605904,0.640111,0.983157,28.25687,29.431444
82.68964072,0.961955,36.242043,0.651642,0.987607,31.6728,33.963863
82.57485031,0.961884,36.229294,0.651245,0.987561,31.664948,33.954903
80.03196498,0.956975,34.241398,0.641484,0.981555,29.192032,30.594387
84.16450288,0.96355,37.043137,0.658766,0.988825,32.810772,35.658909
83.69157103,0.961899,36.511871,0.65257,0.98721,32.103619,34.570133
80.14070443,0.957052,33.992371,0.635948,0.983745,28.725513,30.017891
78.13876954,0.955161,33.933109,0.622636,0.982961,28.781818,30.159315
78.14457473,0.954313,34.52166,0.619783,0.978829,29.594481,31.132065
75.37388786,0.948002,33.165642,0.603595,0.974068,27.980396,29.189461
72.79101943,0.950499,33.398045,0.580505,0.974755,28.225872,29.710724
71.61099091,0.94638,32.116665,0.578029,0.966665,26.811584,27.873396
69.26021954,0.940949,31.464113,0.564513,0.958927,26.146725,27.081242
74.83850953,0.954732,34.488705,0.595439,0.981905,29.678701,31.630972
75.49831031,0.952975,33.283806,0.594394,0.981371,27.994753,29.405251
70.76640336,0.942415,31.583433,0.566183,0.966004,26.278751,27.301086
68.67277938,0.935462,30.886385,0.552047,0.952092,25.78643,26.698606
74.73980627,0.949414,33.760326,0.580739,0.975186,28.892847,30.554035
75.51596356,0.952573,34.304874,0.586908,0.979708,29.522776,31.429819
70.67252327,0.940028,31.847322,0.560662,0.968328,26.619076,27.736572
71.62317775,0.939879,30.887213,0.568232,0.94863,25.645557,26.478403
76.18706006,0.952768,34.486946,0.590513,0.979823,29.733608,31.625397
73.68450109,0.945452,33.261559,0.574821,0.972425,28.349369,29.752747
76.36078516,0.952614,34.354328,0.594224,0.977541,29.628271,31.396437
79.64949122,0.957362,35.28046,0.615231,0.984861,30.483109,32.567188
75.49782783,0.950185,33.544415,0.593774,0.977759,28.452505,29.859718
74.34211028,0.948209,32.776329,0.588816,0.967903,27.809532,29.057545
75.6561707,0.949315,32.621258,0.595348,0.970003,27.307625,28.445583
76.61721649,0.953189,34.09716,0.600104,0.978141,29.255514,30.960991
72.88612893,0.943573,31.907806,0.580894,0.963985,26.602951,27.610306
78.0979389,0.955475,34.247143,0.608969,0.982324,29.235502,30.858458
78.37465199,0.956361,34.688316,0.611285,0.977893,30.065332,31.885366
76.1036868,0.954306,33.606857,0.610314,0.973795,28.728804,30.131247
79.79460103,0.959717,35.034321,0.631855,0.985306,30.171314,32.041611
78.56412006,0.959225,34.964294,0.625321,0.984502,30.176325,32.066437
78.80040387,0.959599,35.025276,0.627262,0.984821,30.255472,32.174114
71.85878373,0.941303,32.139633,0.578215,0.953727,27.069801,28.061108
80.26611645,0.960548,35.643921,0.629411,0.986619,30.998039,33.312382
76.29894901,0.95155,33.527672,0.6043,0.979058,28.3487,29.78421
68.48860995,0.930263,30.474632,0.559241,0.947549,25.054228,25.859022
68.72935217,0.932762,30.857563,0.563117,0.95484,25.441816,26.305809
75.739654,0.952906,34.109001,0.600116,0.979289,29.067465,30.706835
71.06342982,0.943516,32.586544,0.576711,0.969274,27.315722,28.520617
70.14901564,0.941367,32.457779,0.572392,0.969692,27.180912,28.345303
82.02608179,0.962136,36.281475,0.640371,0.987489,31.807772,34.422928
80.81787718,0.960268,35.589287,0.637449,0.983828,30.960144,33.123344
79.26872423,0.957391,34.780987,0.626452,0.975965,30.060226,31.829128
80.91019072,0.960985,35.88773,0.632837,0.98629,31.312551,33.716793
75.66302539,0.953221,33.626926,0.606981,0.978117,28.610023,30.060602
78.7900707,0.958529,34.920826,0.626846,0.981647,30.193806,32.061848
80.40726135,0.958773,34.883366,0.631001,0.98168,30.198217,31.988913
75.74812273,0.948889,32.540325,0.603304,0.969411,27.436043,28.548468
75.76028688,0.950132,32.882252,0.603484,0.977333,27.609583,28.823412
82.57977175,0.962237,36.041504,0.644081,0.987122,31.482637,33.852379
81.28222385,0.960604,35.405178,0.635954,0.985237,30.668255,32.678284
77.18759423,0.953004,33.8619,0.609023,0.979172,28.771076,30.228392
72.64368375,0.941037,32.296692,0.58068,0.971552,26.963551,28.065504
80.70777558,0.95969,35.061893,0.636614,0.983252,30.25556,32.090683
77.7562487,0.952917,33.773281,0.618997,0.975528,28.744164,30.128101
80.39315199,0.959638,35.582085,0.633424,0.983923,30.874809,32.905487
80.87558842,0.960095,35.288464,0.641739,0.979876,30.637611,32.488941
79.68265308,0.958321,34.735023,0.634493,0.975935,30.015381,31.666662
78.69153076,0.958389,34.808933,0.626152,0.981101,30.02758,31.833664
82.3550002,0.963629,36.157001,0.651007,0.98648,31.632256,33.97036
72.95042314,0.942928,32.558434,0.587483,0.969512,27.395941,28.549877
67.19215647,0.923284,30.44894,0.557425,0.95243,25.032751,25.835281
75.54386228,0.951434,33.897789,0.604613,0.9805,28.744926,30.221434
81.30791617,0.96214,35.684444,0.644089,0.986891,30.977411,33.137173
73.64615891,0.946653,31.761164,0.602266,0.96322,26.409698,27.319378
73.46788373,0.94615,31.708126,0.600294,0.96021,26.33024,27.211937
81.76445803,0.962602,36.057301,0.646146,0.986702,31.429821,33.680706
77.87017688,0.957711,34.270283,0.626343,0.980956,29.229681,30.72912
75.16656665,0.952293,33.14502,0.610101,0.975587,28.031982,29.264906
82.29786668,0.962608,35.852455,0.647762,0.987232,31.196352,33.46291
79.58916077,0.958017,33.563446,0.634938,0.984271,28.292233,29.624899
80.32703327,0.959071,33.620415,0.640398,0.985765,28.390474,29.763571
80.29384831,0.959004,33.60006,0.640224,0.985724,28.367626,29.736322
78.14711218,0.95279,32.473553,0.622734,0.974059,27.239376,28.333569
73.66609515,0.940798,31.002401,0.598521,0.960962,25.686041,26.544781
80.72911876,0.958018,34.588177,0.635766,0.982546,29.691053,31.326406
75.96861224,0.950062,32.580399,0.609838,0.974689,27.318981,28.452215
75.33824657,0.948963,32.467037,0.606394,0.975526,27.102989,28.21995
80.52483222,0.958117,34.361713,0.635179,0.980603,29.380678,30.903116
79.54533056,0.95581,33.715385,0.629374,0.979596,28.51343,29.851027
72.90847108,0.943597,31.910471,0.596659,0.964562,26.574631,27.539713
72.53662791,0.9443,31.926489,0.595362,0.969651,26.588493,27.590508
75.10286028,0.950367,32.586403,0.60932,0.976753,27.219669,28.326187
76.87697608,0.953709,32.968075,0.616936,0.97977,27.706486,28.893362
71.49091145,0.940848,30.641014,0.596569,0.952217,25.440416,26.151823
82.40186495,0.963339,36.047543,0.649858,0.987905,31.443502,33.807018
81.34138109,0.961066,35.089615,0.646293,0.986067,30.075487,31.83346
78.83587975,0.956118,33.262764,0.633676,0.980163,27.957027,29.163385
78.51302555,0.9564,32.906239,0.633944,0.97918,27.661963,28.764997
80.84458907,0.960256,34.845459,0.64613,0.976671,30.11492,31.680714
77.59667645,0.953159,32.422211,0.629482,0.96062,27.269255,28.240242
78.26655235,0.955977,33.340755,0.633076,0.978639,28.144207,29.3403
73.39305363,0.942654,31.26803,0.595014,0.95015,26.092102,26.965515
68.15864548,0.930891,29.915722,0.568281,0.932523,24.584332,25.289663
66.50862009,0.925338,29.569733,0.558964,0.928592,24.163054,24.829641
65.14538373,0.920727,29.038673,0.551539,0.923263,23.64146,24.273012
76.4021422,0.953221,32.911789,0.623421,0.975275,27.567646,28.656546
75.58747566,0.951552,32.353848,0.622312,0.971897,26.980339,27.974682
76.26369787,0.950204,32.080238,0.626375,0.970593,26.59416,27.496136
82.76070261,0.96277,36.004948,0.654726,0.987163,31.395836,33.550716
77.69075332,0.954391,34.055271,0.623765,0.981511,29.030846,30.452087
77.32874256,0.953213,33.860844,0.621417,0.980764,28.845694,30.266491
83.22590332,0.962433,35.815681,0.655944,0.987292,30.999605,33.001255
80.16469638,0.957908,34.243927,0.639584,0.983467,28.991985,30.405819
77.7985787,0.954609,33.132973,0.625673,0.9782,27.991394,29.19051
78.49228816,0.957473,33.737896,0.631646,0.979823,28.683125,30.013437
75.79727176,0.951007,32.496983,0.616378,0.972812,27.244877,28.30612
77.0791908,0.950342,32.358204,0.627048,0.968007,27.200029,28.133055
74.12780218,0.944972,31.142435,0.606282,0.958103,25.976824,26.773655
